DEPARTURES_PERFORMED,PASSENGERS,ORIGIN_AIRPORT_SEQ_ID,DEST_AIRPORT_SEQ_ID,QUARTER,MONTH
1.00,0.00,1468306,1154006,4,11
1.00,0.00,1468306,1219104,3,8
1.00,0.00,1468306,1219104,4,10
1.00,0.00,1468306,1220606,4,11
1.00,0.00,1468306,1226604,3,9
1.00,0.00,1468306,1289209,3,8
1.00,0.00,1468306,1289608,4,10
1.00,0.00,1468306,1289608,4,11
1.00,0.00,1468306,1299206,3,9
1.00,0.00,1468306,1306106,4,10
1.00,0.00,1468306,1320403,4,10
1.00,0.00,1468306,1320403,4,11
1.00,0.00,1468306,1324403,3,9
1.00,0.00,1468306,1324403,4,10
1.00,0.00,1468306,1324403,4,10
1.00,0.00,1468306,1324403,4,11
1.00,0.00,1468306,1324403,4,11
1.00,0.00,1468306,1348702,3,7
1.00,0.00,1468306,1348702,3,8
1.00,0.00,1468306,1348702,4,11
1.00,0.00,1468306,1349506,4,11
1.00,0.00,1468306,1385104,3,8
1.00,0.00,1468306,1389101,4,11
1.00,0.00,1468306,1410006,4,10
1.00,0.00,1468306,1410703,3,8
1.00,0.00,1468306,1410703,4,10
1.00,0.00,1468306,1410703,4,10
1.00,0.00,1468306,1458805,3,9
1.00,0.00,1468306,1468306,3,7
1.00,0.00,1468306,1468306,3,8
1.00,0.00,1468306,1468306,3,9
1.00,0.00,1468306,1468306,4,10
1.00,0.00,1468306,1468306,4,11
1.00,0.00,1468306,1473004,4,10
1.00,0.00,1468306,1473004,4,11
1.00,0.00,1468306,1483106,3,7
1.00,0.00,1468502,1020803,1,3
1.00,0.00,1468502,1032905,2,5
1.00,0.00,1468502,1086803,1,1
1.00,0.00,1468502,1099402,2,5
1.00,0.00,1468502,1105703,1,2
1.00,0.00,1468502,1245102,1,3
1.00,0.00,1468502,1320402,2,5
1.00,0.00,1468502,1320402,2,6
1.00,0.00,1468502,1468502,1,3
1.00,0.00,1468502,1468502,2,6
1.00,0.00,1468502,1499608,2,5
1.00,0.00,1468502,1516702,1,1
1.00,0.00,1468502,1516702,2,5
1.00,0.00,1468503,1043106,4,10
1.00,0.00,1468503,1051901,3,9
1.00,0.00,1468503,1098003,3,9
1.00,0.00,1468503,1125905,4,10
1.00,0.00,1468503,1125905,4,11
1.00,0.00,1468503,1169707,4,11
1.00,0.00,1468503,1294503,4,11
1.00,0.00,1468503,1320403,3,9
1.00,0.00,1468503,1349506,3,7
1.00,0.00,1468503,1357702,3,7
1.00,0.00,1468503,1393008,4,11
1.00,0.00,1468503,1449203,3,7
1.00,0.00,1468503,1449203,4,10
1.00,0.00,1468503,1468503,3,9
1.00,0.00,1468503,1468503,4,11
1.00,0.00,1468503,1562805,4,11
1.00,0.00,1468902,1015706,1,2
1.00,0.00,1468902,1080003,1,2
1.00,0.00,1468902,1188402,1,3
1.00,0.00,1468902,1289208,1,2
1.00,0.00,1468902,1426204,2,4
1.00,0.00,1468902,1468902,1,1
1.00,0.00,1468902,1468902,1,3
1.00,0.00,1468902,1468902,2,6
1.00,0.00,1468902,1474703,2,6
1.00,0.00,1468902,1537002,2,5
1.00,0.00,1468903,1295407,3,9
1.00,0.00,1468903,1389101,4,10
1.00,0.00,1468903,1431403,3,8
1.00,0.00,1468903,1468903,3,8
1.00,0.00,1468903,1468903,4,10
1.00,0.00,1468903,1477104,4,10
1.00,0.00,1468903,1516703,4,10
1.00,0.00,1469103,1014006,4,11
1.00,0.00,1469103,1019408,2,5
1.00,0.00,1469103,1029906,1,1
1.00,0.00,1469103,1029906,3,9
1.00,0.00,1469103,1029906,4,10
1.00,0.00,1469103,1046603,3,9
1.00,0.00,1469103,1055902,2,5
1.00,0.00,1469103,1069303,3,9
1.00,0.00,1469103,1069303,3,9
1.00,0.00,1469103,1069303,4,10
1.00,0.00,1469103,1071302,1,1
1.00,0.00,1469103,1071302,3,8
1.00,0.00,1469103,1071302,3,9
1.00,0.00,1469103,1071302,4,10
1.00,0.00,1469103,1071302,4,11
1.00,0.00,1469103,1080003,1,2
1.00,0.00,1469103,1119302,2,5
1.00,0.00,1469103,1119302,4,11
1.00,0.00,1469103,1129202,2,5
1.00,0.00,1469103,1217305,1,2
1.00,0.00,1469103,1217305,3,7
1.00,0.00,1469103,1226603,2,6
1.00,0.00,1469103,1226604,3,9
1.00,0.00,1469103,1247805,1,1
1.00,0.00,1469103,1247805,2,4
1.00,0.00,1469103,1288904,3,8
1.00,0.00,1469103,1288904,3,9
1.00,0.00,1469103,1289209,3,8
1.00,0.00,1469103,1319203,3,9
1.00,0.00,1469103,1348702,3,8
1.00,0.00,1469103,1348702,3,9
1.00,0.00,1469103,1348702,4,10
1.00,0.00,1469103,1348702,4,11
1.00,0.00,1469103,1389101,4,10
1.00,0.00,1469103,1405702,1,1
1.00,0.00,1469103,1405702,1,3
1.00,0.00,1469103,1405702,2,6
1.00,0.00,1469103,1405703,3,7
1.00,0.00,1469103,1405703,4,10
1.00,0.00,1469103,1405703,4,11
1.00,0.00,1469103,1410703,3,9
1.00,0.00,1469103,1449202,1,2
1.00,0.00,1469103,1451202,1,1
1.00,0.00,1469103,1451202,4,11
1.00,0.00,1469103,1451202,4,11
1.00,0.00,1469103,1473004,1,1
1.00,0.00,1469103,1473004,2,6
1.00,0.00,1469103,1477104,4,11
1.00,0.00,1469608,1014602,1,1
1.00,0.00,1469608,1015503,3,8
1.00,0.00,1469608,1015503,4,11
1.00,0.00,1469608,1018502,1,1
1.00,0.00,1469608,1047805,1,1
1.00,0.00,1469608,1059904,3,9
1.00,0.00,1469608,1068504,4,10
1.00,0.00,1469608,1069303,4,10
1.00,0.00,1469608,1087402,2,5
1.00,0.00,1469608,1098003,4,11
1.00,0.00,1469608,1104903,1,3
1.00,0.00,1469608,1104903,2,5
1.00,0.00,1469608,1126702,1,2
1.00,0.00,1469608,1126702,1,2
1.00,0.00,1469608,1126702,1,3
1.00,0.00,1469608,1129202,2,5
1.00,0.00,1469608,1129202,2,6
1.00,0.00,1469608,1129203,3,7
1.00,0.00,1469608,1129203,4,10
1.00,0.00,1469608,1141307,2,4
1.00,0.00,1469608,1141307,2,5
1.00,0.00,1469608,1143302,1,1
1.00,0.00,1469608,1143302,2,5
1.00,0.00,1469608,1143302,2,5
1.00,0.00,1469608,1147103,2,6
1.00,0.00,1469608,1161206,1,1
1.00,0.00,1469608,1163703,2,5
1.00,0.00,1469608,1163704,3,7
1.00,0.00,1469608,1172605,1,1
1.00,0.00,1469608,1182304,3,7
1.00,0.00,1469608,1199603,4,11
1.00,0.00,1469608,1226603,1,2
1.00,0.00,1469608,1226603,1,3
1.00,0.00,1469608,1227805,1,1
1.00,0.00,1469608,1227805,2,4
1.00,0.00,1469608,1233904,1,3
1.00,0.00,1469608,1291503,2,4
1.00,0.00,1469608,1291503,2,6
1.00,0.00,1469608,1299206,2,4
1.00,0.00,1469608,1318403,1,1
1.00,0.00,1469608,1318403,2,4
1.00,0.00,1469608,1319801,1,3
1.00,0.00,1469608,1328207,4,11
1.00,0.00,1469608,1330304,4,11
1.00,0.00,1469608,1334207,1,1
1.00,0.00,1469608,1334207,1,1
1.00,0.00,1469608,1334207,1,2
1.00,0.00,1469608,1334207,1,3
1.00,0.00,1469608,1334207,2,4
1.00,0.00,1469608,1334207,2,4
1.00,0.00,1469608,1334207,2,5
1.00,0.00,1469608,1334207,2,5
1.00,0.00,1469608,1334207,3,7
1.00,0.00,1469608,1334207,3,7
1.00,0.00,1469608,1334207,3,8
1.00,0.00,1469608,1334207,4,11
1.00,0.00,1469608,1348502,3,9
1.00,0.00,1469608,1348502,4,10
1.00,0.00,1469608,1348502,4,11
1.00,0.00,1469608,1348702,2,5
1.00,0.00,1469608,1348702,2,6
1.00,0.00,1469608,1385103,1,2
1.00,0.00,1469608,1385103,1,2
1.00,0.00,1469608,1385104,3,9
1.00,0.00,1469608,1393008,1,3
1.00,0.00,1469608,1393008,2,6
1.00,0.00,1469608,1393008,3,7
1.00,0.00,1469608,1451202,1,3
1.00,0.00,1469608,1469608,1,1
1.00,0.00,1469608,1469608,1,2
1.00,0.00,1469608,1469608,1,2
1.00,0.00,1469608,1469608,1,3
1.00,0.00,1469608,1469608,1,3
1.00,0.00,1469608,1469608,1,3
1.00,0.00,1469608,1469608,1,3
1.00,0.00,1469608,1469608,2,4
1.00,0.00,1469608,1469608,2,4
1.00,0.00,1469608,1469608,2,5
1.00,0.00,1469608,1469608,2,6
1.00,0.00,1469608,1469608,2,6
1.00,0.00,1469608,1469608,3,7
1.00,0.00,1469608,1469608,3,7
1.00,0.00,1469608,1469608,3,8
1.00,0.00,1469608,1469608,3,9
1.00,0.00,1469608,1469608,3,9
1.00,0.00,1469608,1469608,4,10
1.00,0.00,1469608,1469608,4,11
1.00,0.00,1469608,1469608,4,11
1.00,0.00,1469608,1473004,3,9
1.00,0.00,1469608,1481403,2,5
1.00,0.00,1469608,1481403,2,6
1.00,0.00,1469608,1481404,3,8
1.00,0.00,1469608,1486903,4,11
1.00,0.00,1469608,1496002,3,9
1.00,0.00,1469608,1501606,2,5
1.00,0.00,1469608,1504805,1,2
1.00,0.00,1469608,1541206,1,3
1.00,0.00,1469802,1129202,2,6
1.00,0.00,1469802,1192102,2,4
1.00,0.00,1469802,1469802,1,2
1.00,0.00,1469802,1469802,2,5
1.00,0.00,1469802,1469802,2,6
1.00,0.00,1469802,1469802,2,6
1.00,0.00,1469802,1474703,2,6
1.00,0.00,1469802,1486903,1,2
1.00,0.00,1469802,1490505,1,3
1.00,0.00,1469802,1490505,2,5
1.00,0.00,1469802,1490505,2,6
1.00,0.00,1469803,1163807,3,9
1.00,0.00,1469803,1163807,4,10
1.00,0.00,1469803,1192103,3,8
1.00,0.00,1469803,1389101,3,7
1.00,0.00,1469803,1426204,4,10
1.00,0.00,1469803,1469803,3,8
1.00,0.00,1469803,1469803,3,9
1.00,0.00,1469803,1469803,4,10
1.00,0.00,1469803,1483106,3,8
1.00,0.00,1469803,1486903,3,8
1.00,0.00,1469803,1490506,3,7
1.00,0.00,1469803,1490506,3,8
1.00,0.00,1470904,1003301,3,7
1.00,0.00,1470904,1024702,1,3
1.00,0.00,1470904,1024702,1,3
1.00,0.00,1470904,1024702,3,9
1.00,0.00,1470904,1024702,3,9
1.00,0.00,1470904,1024702,4,11
1.00,0.00,1470904,1029906,1,2
1.00,0.00,1470904,1029906,2,4
1.00,0.00,1470904,1029906,2,4
1.00,0.00,1470904,1029906,2,6
1.00,0.00,1470904,1029906,3,7
1.00,0.00,1470904,1029906,3,7
1.00,0.00,1470904,1029906,3,8
1.00,0.00,1470904,1029906,3,8
1.00,0.00,1470904,1029906,3,9
1.00,0.00,1470904,1029906,3,9
1.00,0.00,1470904,1029906,4,10
1.00,0.00,1470904,1029906,4,11
1.00,0.00,1470904,1034902,2,4
1.00,0.00,1470904,1039605,2,6
1.00,0.00,1470904,1039605,3,9
1.00,0.00,1470904,1075405,1,2
1.00,0.00,1470904,1075405,1,3
1.00,0.00,1470904,1075405,3,9
1.00,0.00,1470904,1075405,3,9
1.00,0.00,1470904,1075405,4,11
1.00,0.00,1470904,1077507,1,3
1.00,0.00,1470904,1077507,2,6
1.00,0.00,1470904,1077507,3,8
1.00,0.00,1470904,1077507,3,9
1.00,0.00,1470904,1077507,3,9
1.00,0.00,1470904,1077507,3,9
1.00,0.00,1470904,1077507,4,10
1.00,0.00,1470904,1077507,4,10
1.00,0.00,1470904,1077507,4,11
1.00,0.00,1470904,1078302,2,6
1.00,0.00,1470904,1078302,2,6
1.00,0.00,1470904,1121402,2,6
1.00,0.00,1470904,1163003,1,1
1.00,0.00,1470904,1163003,1,3
1.00,0.00,1470904,1163003,2,4
1.00,0.00,1470904,1163003,2,5
1.00,0.00,1470904,1163003,2,5
1.00,0.00,1470904,1163003,2,6
1.00,0.00,1470904,1163004,4,10
1.00,0.00,1470904,1185902,3,8
1.00,0.00,1470904,1185902,4,10
1.00,0.00,1470904,1262105,3,8
1.00,0.00,1470904,1351302,3,8
1.00,0.00,1470904,1376705,2,4
1.00,0.00,1470904,1376705,2,5
1.00,0.00,1470904,1376705,3,9
1.00,0.00,1470904,1470904,1,2
1.00,0.00,1470904,1470904,2,4
1.00,0.00,1470904,1470904,3,7
1.00,0.00,1470904,1470904,3,9
1.00,0.00,1470904,1470904,4,10
1.00,0.00,1471105,1069302,1,2
1.00,0.00,1471105,1126702,1,2
1.00,0.00,1471105,1126702,1,3
1.00,0.00,1471105,1233904,2,4
1.00,0.00,1471105,1287803,2,4
1.00,0.00,1471105,1310502,2,4
1.00,0.00,1471105,1334207,1,1
1.00,0.00,1471105,1334207,1,2
1.00,0.00,1471105,1334207,1,3
1.00,0.00,1471105,1449202,1,2
1.00,0.00,1471105,1468305,2,5
1.00,0.00,1471105,1471105,1,3
1.00,0.00,1471105,1509602,1,2
1.00,0.00,1471105,1548102,1,2
1.00,0.00,1471106,1082106,3,7
1.00,0.00,1471106,1086803,3,7
1.00,0.00,1471106,1106606,4,10
1.00,0.00,1471106,1143302,4,11
1.00,0.00,1471106,1182304,3,7
1.00,0.00,1471106,1182304,3,9
1.00,0.00,1471106,1288403,4,11
1.00,0.00,1471106,1318403,4,11
1.00,0.00,1471106,1348702,4,10
1.00,0.00,1471106,1471106,3,7
1.00,0.00,1471106,1471106,4,11
1.00,0.00,1471106,1507003,3,8
1.00,0.00,1471201,1080003,2,5
1.00,0.00,1471201,1244102,1,2
1.00,0.00,1471201,1477104,1,3
1.00,0.00,1471201,1490803,2,6
1.00,0.00,1471201,1561801,4,11
1.00,0.00,1471604,1119302,1,1
1.00,0.00,1471604,1119302,1,2
1.00,0.00,1471604,1119302,1,3
1.00,0.00,1471604,1119302,1,3
1.00,0.00,1471604,1119302,2,4
1.00,0.00,1471604,1119302,2,4
1.00,0.00,1471604,1119302,2,5
1.00,0.00,1471604,1119302,2,5
1.00,0.00,1471604,1119302,2,6
1.00,0.00,1471604,1451202,1,2
1.00,0.00,1471604,1471604,2,4
1.00,0.00,1471605,1119302,3,7
1.00,0.00,1471605,1119302,3,7
1.00,0.00,1471605,1119302,3,9
1.00,0.00,1471605,1119302,4,10
1.00,0.00,1471605,1119302,4,11
1.00,0.00,1471605,1329605,4,11
1.00,0.00,1471605,1477104,3,9
1.00,0.00,1471802,1030402,3,7
1.00,0.00,1471802,1030402,3,8
1.00,0.00,1471802,1030402,4,11
1.00,0.00,1471802,1041605,1,2
1.00,0.00,1471802,1041605,2,5
1.00,0.00,1471802,1055102,2,4
1.00,0.00,1471802,1055102,2,4
1.00,0.00,1471802,1055102,2,5
1.00,0.00,1471802,1055102,2,5
1.00,0.00,1471802,1055102,3,7
1.00,0.00,1471802,1055102,4,10
1.00,0.00,1471802,1055102,4,10
1.00,0.00,1471802,1055102,4,10
1.00,0.00,1471802,1055102,4,11
1.00,0.00,1471802,1155001,1,1
1.00,0.00,1471802,1155001,1,2
1.00,0.00,1471802,1155001,2,4
1.00,0.00,1471802,1155001,4,11
1.00,0.00,1471802,1219502,1,2
1.00,0.00,1471802,1219502,1,2
1.00,0.00,1471802,1219502,1,2
1.00,0.00,1471802,1219502,1,3
1.00,0.00,1471802,1219502,2,4
1.00,0.00,1471802,1219502,2,4
1.00,0.00,1471802,1219502,3,7
1.00,0.00,1471802,1219502,3,9
1.00,0.00,1471802,1219502,4,10
1.00,0.00,1471802,1219502,4,10
1.00,0.00,1471802,1219502,4,11
1.00,0.00,1471802,1276902,1,1
1.00,0.00,1471802,1276902,4,10
1.00,0.00,1471802,1280702,2,4
1.00,0.00,1471802,1280702,2,5
1.00,0.00,1471802,1280702,3,7
1.00,0.00,1471802,1280702,3,9
1.00,0.00,1471802,1280702,3,9
1.00,0.00,1471802,1280702,4,10
1.00,0.00,1471802,1285302,2,6
1.00,0.00,1471802,1285302,3,8
1.00,0.00,1471802,1285502,2,5
1.00,0.00,1471802,1336901,4,11
1.00,0.00,1471802,1343405,4,10
1.00,0.00,1471802,1357905,2,6
1.00,0.00,1471802,1377002,2,4
1.00,0.00,1471802,1377002,3,8
1.00,0.00,1471802,1387306,3,7
1.00,0.00,1471802,1389402,1,1
1.00,0.00,1471802,1389403,3,7
1.00,0.00,1471802,1423404,2,4
1.00,0.00,1471802,1423404,3,9
1.00,0.00,1471802,1462702,3,9
1.00,0.00,1471802,1508505,1,1
1.00,0.00,1471802,1508505,1,1
1.00,0.00,1471802,1508505,1,3
1.00,0.00,1471802,1508505,2,4
1.00,0.00,1471802,1508505,2,5
1.00,0.00,1471802,1508505,3,8
1.00,0.00,1471802,1508505,4,10
1.00,0.00,1471802,1508505,4,11
1.00,0.00,1471802,1555402,1,1
1.00,0.00,1471802,1555402,1,3
1.00,0.00,1471802,1555402,1,3
1.00,0.00,1471802,1555402,2,6
1.00,0.00,1471802,1555402,3,7
1.00,0.00,1471802,1555402,3,7
1.00,0.00,1471802,1555402,3,8
1.00,0.00,1471802,1555402,3,8
1.00,0.00,1471802,1555402,3,9
1.00,0.00,1471802,1555402,3,9
1.00,0.00,1471802,1579802,4,10
1.00,0.00,1473004,1014006,4,11
1.00,0.00,1473004,1014602,4,11
1.00,0.00,1473004,1019408,1,2
1.00,0.00,1473004,1019408,1,3
1.00,0.00,1473004,1019408,3,9
1.00,0.00,1473004,1029906,1,2
1.00,0.00,1473004,1029906,3,8
1.00,0.00,1473004,1029906,3,8
1.00,0.00,1473004,1029906,4,11
1.00,0.00,1473004,1039708,3,9
1.00,0.00,1473004,1039708,4,11
1.00,0.00,1473004,1042302,1,1
1.00,0.00,1473004,1042302,1,1
1.00,0.00,1473004,1042302,1,2
1.00,0.00,1473004,1042302,4,11
1.00,0.00,1473004,1043406,4,11
1.00,0.00,1473004,1046602,2,6
1.00,0.00,1473004,1052907,2,4
1.00,0.00,1473004,1052907,3,7
1.00,0.00,1473004,1055902,2,5
1.00,0.00,1473004,1055902,3,9
1.00,0.00,1473004,1059904,4,10
1.00,0.00,1473004,1065402,2,4
1.00,0.00,1473004,1069303,4,11
1.00,0.00,1473004,1072102,2,5
1.00,0.00,1473004,1074706,1,3
1.00,0.00,1473004,1079206,1,1
1.00,0.00,1473004,1079206,1,3
1.00,0.00,1473004,1079206,1,3
1.00,0.00,1473004,1079206,2,6
1.00,0.00,1473004,1079206,3,8
1.00,0.00,1473004,1079206,4,10
1.00,0.00,1473004,1080003,2,4
1.00,0.00,1473004,1080003,2,5
1.00,0.00,1473004,1080003,2,6
1.00,0.00,1473004,1080003,3,7
1.00,0.00,1473004,1080003,4,10
1.00,0.00,1473004,1082106,1,2
1.00,0.00,1473004,1082106,1,3
1.00,0.00,1473004,1082106,2,4
1.00,0.00,1473004,1086803,1,1
1.00,0.00,1473004,1086803,1,2
1.00,0.00,1473004,1086803,3,9
1.00,0.00,1473004,1086803,4,11
1.00,0.00,1473004,1100303,1,1
1.00,0.00,1473004,1100303,1,3
1.00,0.00,1473004,1104205,1,2
1.00,0.00,1473004,1104205,1,2
1.00,0.00,1473004,1104205,1,3
1.00,0.00,1473004,1104205,2,4
1.00,0.00,1473004,1104205,2,6
1.00,0.00,1473004,1104205,2,6
1.00,0.00,1473004,1104206,3,7
1.00,0.00,1473004,1104206,3,7
1.00,0.00,1473004,1104206,3,8
1.00,0.00,1473004,1104206,3,8
1.00,0.00,1473004,1104206,3,9
1.00,0.00,1473004,1104206,4,10
1.00,0.00,1473004,1104206,4,10
1.00,0.00,1473004,1105703,1,1
1.00,0.00,1473004,1105703,1,1
1.00,0.00,1473004,1105703,1,1
1.00,0.00,1473004,1105703,1,1
1.00,0.00,1473004,1105703,1,2
1.00,0.00,1473004,1105703,2,5
1.00,0.00,1473004,1106606,2,4
1.00,0.00,1473004,1107603,1,2
1.00,0.00,1473004,1112301,1,2
1.00,0.00,1473004,1119302,3,7
1.00,0.00,1473004,1119302,3,7
1.00,0.00,1473004,1119302,3,7
1.00,0.00,1473004,1119302,4,11
1.00,0.00,1473004,1119302,4,11
1.00,0.00,1473004,1129203,3,9
1.00,0.00,1473004,1129203,4,11
1.00,0.00,1473004,1129806,1,1
1.00,0.00,1473004,1129806,2,6
1.00,0.00,1473004,1141501,3,8
1.00,0.00,1473004,1142308,1,2
1.00,0.00,1473004,1142309,3,8
1.00,0.00,1473004,1142309,3,9
1.00,0.00,1473004,1143302,1,2
1.00,0.00,1473004,1154005,1,1
1.00,0.00,1473004,1154005,1,2
1.00,0.00,1473004,1154005,2,5
1.00,0.00,1473004,1154006,3,8
1.00,0.00,1473004,1154006,4,11
1.00,0.00,1473004,1161802,1,1
1.00,0.00,1473004,1161802,1,1
1.00,0.00,1473004,1161802,1,1
1.00,0.00,1473004,1161802,1,2
1.00,0.00,1473004,1161802,2,4
1.00,0.00,1473004,1161802,2,5
1.00,0.00,1473004,1161802,2,5
1.00,0.00,1473004,1161803,3,7
1.00,0.00,1473004,1161803,3,7
1.00,0.00,1473004,1161803,3,9
1.00,0.00,1473004,1161803,4,10
1.00,0.00,1473004,1161803,4,10
1.00,0.00,1473004,1163003,1,1
1.00,0.00,1473004,1163703,1,1
1.00,0.00,1473004,1163703,1,2
1.00,0.00,1473004,1163703,1,3
1.00,0.00,1473004,1163703,2,4
1.00,0.00,1473004,1163703,2,5
1.00,0.00,1473004,1163703,2,6
1.00,0.00,1473004,1163704,3,8
1.00,0.00,1473004,1163704,4,10
1.00,0.00,1473004,1163704,4,11
1.00,0.00,1473004,1163704,4,11
1.00,0.00,1473004,1163807,3,7
1.00,0.00,1473004,1169706,1,2
1.00,0.00,1473004,1177503,3,8
1.00,0.00,1473004,1188402,3,7
1.00,0.00,1473004,1188402,3,8
1.00,0.00,1473004,1188402,4,10
1.00,0.00,1473004,1189803,3,9
1.00,0.00,1473004,1199502,1,1
1.00,0.00,1473004,1199502,2,4
1.00,0.00,1473004,1199502,2,6
1.00,0.00,1473004,1199502,3,9
1.00,0.00,1473004,1199603,2,5
1.00,0.00,1473004,1199603,4,11
1.00,0.00,1473004,1205505,1,1
1.00,0.00,1473004,1205506,4,10
1.00,0.00,1473004,1220605,2,6
1.00,0.00,1473004,1221702,1,2
1.00,0.00,1473004,1221702,4,10
1.00,0.00,1473004,1222305,1,1
1.00,0.00,1473004,1226402,1,3
1.00,0.00,1473004,1226402,2,4
1.00,0.00,1473004,1226402,2,6
1.00,0.00,1473004,1226505,2,4
1.00,0.00,1473004,1226603,1,1
1.00,0.00,1473004,1226603,1,1
1.00,0.00,1473004,1226603,1,2
1.00,0.00,1473004,1226603,1,3
1.00,0.00,1473004,1226603,2,4
1.00,0.00,1473004,1226603,2,6
1.00,0.00,1473004,1226604,3,7
1.00,0.00,1473004,1226604,3,8
1.00,0.00,1473004,1226604,3,9
1.00,0.00,1473004,1226604,4,10
1.00,0.00,1473004,1227805,2,5
1.00,0.00,1473004,1227806,3,8
1.00,0.00,1473004,1233904,1,1
1.00,0.00,1473004,1233904,1,1
1.00,0.00,1473004,1233904,2,6
1.00,0.00,1473004,1239103,3,9
1.00,0.00,1473004,1244807,1,1
1.00,0.00,1473004,1244807,1,3
1.00,0.00,1473004,1244807,3,9
1.00,0.00,1473004,1245102,1,1
1.00,0.00,1473004,1247805,2,4
1.00,0.00,1473004,1247805,2,5
1.00,0.00,1473004,1254404,3,7
1.00,0.00,1473004,1288403,1,2
1.00,0.00,1473004,1288403,1,3
1.00,0.00,1473004,1288403,1,3
1.00,0.00,1473004,1288403,2,4
1.00,0.00,1473004,1288403,2,6
1.00,0.00,1473004,1288403,3,9
1.00,0.00,1473004,1288904,2,5
1.00,0.00,1473004,1288904,4,11
1.00,0.00,1473004,1289208,1,1
1.00,0.00,1473004,1289208,1,1
1.00,0.00,1473004,1289209,4,11
1.00,0.00,1473004,1289607,2,6
1.00,0.00,1473004,1289608,3,7
1.00,0.00,1473004,1291703,2,4
1.00,0.00,1473004,1291703,3,8
1.00,0.00,1473004,1291703,4,10
1.00,0.00,1473004,1295407,1,2
1.00,0.00,1473004,1299206,1,1
1.00,0.00,1473004,1299206,2,4
1.00,0.00,1473004,1299206,2,5
1.00,0.00,1473004,1299206,3,7
1.00,0.00,1473004,1299206,4,10
1.00,0.00,1473004,1306106,1,2
1.00,0.00,1473004,1306106,1,2
1.00,0.00,1473004,1306106,2,5
1.00,0.00,1473004,1306106,2,5
1.00,0.00,1473004,1306106,2,6
1.00,0.00,1473004,1306106,2,6
1.00,0.00,1473004,1306106,3,7
1.00,0.00,1473004,1306106,3,9
1.00,0.00,1473004,1306106,3,9
1.00,0.00,1473004,1306106,4,10
1.00,0.00,1473004,1306106,4,10
1.00,0.00,1473004,1306106,4,11
1.00,0.00,1473004,1318403,1,2
1.00,0.00,1473004,1319801,1,2
1.00,0.00,1473004,1319801,1,2
1.00,0.00,1473004,1319801,1,2
1.00,0.00,1473004,1319801,2,4
1.00,0.00,1473004,1319801,2,4
1.00,0.00,1473004,1319802,3,8
1.00,0.00,1473004,1319802,4,11
1.00,0.00,1473004,1320302,4,11
1.00,0.00,1473004,1320402,1,1
1.00,0.00,1473004,1320402,1,2
1.00,0.00,1473004,1320403,3,8
1.00,0.00,1473004,1320403,4,10
1.00,0.00,1473004,1320403,4,11
1.00,0.00,1473004,1320403,4,11
1.00,0.00,1473004,1323002,1,1
1.00,0.00,1473004,1323002,2,4
1.00,0.00,1473004,1323002,2,4
1.00,0.00,1473004,1323002,2,6
1.00,0.00,1473004,1323202,1,1
1.00,0.00,1473004,1323202,3,7
1.00,0.00,1473004,1324402,1,2
1.00,0.00,1473004,1324402,1,3
1.00,0.00,1473004,1324403,3,9
1.00,0.00,1473004,1324403,4,10
1.00,0.00,1473004,1324403,4,11
1.00,0.00,1473004,1325603,1,2
1.00,0.00,1473004,1329502,1,1
1.00,0.00,1473004,1329502,1,2
1.00,0.00,1473004,1329503,4,11
1.00,0.00,1473004,1330303,1,1
1.00,0.00,1473004,1330303,1,3
1.00,0.00,1473004,1330304,3,7
1.00,0.00,1473004,1330304,3,9
1.00,0.00,1473004,1330304,4,10
1.00,0.00,1473004,1330304,4,11
1.00,0.00,1473004,1334207,1,2
1.00,0.00,1473004,1334207,1,2
1.00,0.00,1473004,1334207,1,2
1.00,0.00,1473004,1334207,2,4
1.00,0.00,1473004,1334207,3,8
1.00,0.00,1473004,1334207,3,9
1.00,0.00,1473004,1334207,4,10
1.00,0.00,1473004,1346101,1,3
1.00,0.00,1473004,1348702,1,1
1.00,0.00,1473004,1348702,1,3
1.00,0.00,1473004,1348702,2,4
1.00,0.00,1473004,1348702,2,5
1.00,0.00,1473004,1348702,2,6
1.00,0.00,1473004,1348702,2,6
1.00,0.00,1473004,1348702,3,7
1.00,0.00,1473004,1348702,3,7
1.00,0.00,1473004,1348702,3,9
1.00,0.00,1473004,1348702,4,10
1.00,0.00,1473004,1348702,4,10
1.00,0.00,1473004,1348702,4,11
1.00,0.00,1473004,1349505,1,1
1.00,0.00,1473004,1349505,1,1
1.00,0.00,1473004,1349505,1,3
1.00,0.00,1473004,1349505,2,5
1.00,0.00,1473004,1349505,2,6
1.00,0.00,1473004,1349506,3,8
1.00,0.00,1473004,1349506,3,9
1.00,0.00,1473004,1349506,3,9
1.00,0.00,1473004,1385103,1,3
1.00,0.00,1473004,1385103,1,3
1.00,0.00,1473004,1385103,2,5
1.00,0.00,1473004,1385103,2,6
1.00,0.00,1473004,1385103,2,6
1.00,0.00,1473004,1385104,3,7
1.00,0.00,1473004,1385104,3,8
1.00,0.00,1473004,1387102,1,1
1.00,0.00,1473004,1387102,1,2
1.00,0.00,1473004,1387102,2,6
1.00,0.00,1473004,1387103,4,10
1.00,0.00,1473004,1389101,1,1
1.00,0.00,1473004,1389101,1,2
1.00,0.00,1473004,1389101,2,5
1.00,0.00,1473004,1389101,2,6
1.00,0.00,1473004,1393008,1,1
